10000 20000
6444 8435 52292383 
6446 8509 7521055 
6447 8794 76184113 
6447 8107 13275269 
6447 8174 82758133 
6449 7777 6187968 
6449 9387 58249086 
6449 7851 74547011 
6449 6480 78502210 
6449 9965 7704122 
6451 9363 18881849 
6451 9917 34164853 
6451 6839 23441137 
6451 7414 10243817 
6452 9063 51914315 
6455 9929 28955736 
6456 9499 13259957 
6456 8017 66157076 
6456 9775 76224585 
6457 7833 32140554 
6458 8325 93888942 
6458 8476 51000751 
6459 7506 27438683 
6460 7423 51478856 
6462 8291 41434103 
6462 7469 80993718 
6462 9191 40860956 
6462 9314 54645153 
6464 9654 66917743 
6464 8428 54433242 
6465 8724 32587318 
6466 8389 82995387 
6466 9650 60553651 
6468 8632 22466968 
6468 9483 11690256 
6469 7839 81718553 
6470 9002 7575631 
6470 8744 38013620 
6471 8444 74875137 
6473 7985 84885268 
6474 7688 9262060 
6474 9819 44780843 
6475 7800 80303809 
6475 8191 1230728 
6475 8719 17013383 
6476 8338 31301706 
6477 7866 52003712 
6477 7945 8791700 
6477 8169 54616669 
6478 8721 97489026 
6481 9831 62474931 
6482 9808 71103065 
6483 8182 62034985 
6484 8462 86915765 
6486 9864 66046360 
6486 8565 1019082 
6486 7510 48740965 
6486 8160 23338558 
6486 9479 23900704 
6487 7539 56690723 
6487 8449 75861046 
6489 6666 81873222 
6489 8067 46359681 
6489 6909 48492378 
6489 6825 76821698 
6489 7304 46657321 
6490 8869 87854007 
6491 9416 42388829 
6493 7505 71934659 
6495 6989 58036654 
6496 9356 19805443 
6498 8063 13969458 
6498 7959 71405307 
6500 9549 89258993 
6500 9712 48284918 
6501 7613 21259398 
6502 7264 90301933 
6502 7092 9747199 
6502 8423 11855828 
6502 9152 18579192 
6503 9923 44239327 
6504 6842 99593492 
6504 9878 90371250 
6505 8829 23335238 
6505 8759 64565463 
6507 9158 18313438 
6510 8799 72010183 
6512 7281 62829053 
6512 9626 36867033 
6513 6515 307314 
6514 8295 15013447 
6514 8165 80484197 
6516 8704 85834019 
6516 9706 86146992 
6517 8222 48337467 
6517 6797 78419836 
6517 8284 75293341 
6519 7149 98255070 
6520 6698 69322547 
6522 9467 50287803 
6526 9510 88379723 
6526 9882 19756921 
6526 9138 36955710 
6527 6970 61217270 
6527 8889 87708527 
6527 7091 58268236 
6527 8717 24615283 
6527 9757 54572662 
6527 8174 86586192 
6528 8216 78852800 
6528 9891 35512409 
6528 8401 52667243 
6528 9728 18038315 
6529 6588 5315702 
6529 8097 14039316 
6530 9815 88493590 
6533 8737 18930616 
6534 7509 33479405 
6534 8523 37032250 
6537 9727 90951569 
6537 7058 21298198 
6539 7704 90506142 
6539 7798 25698449 
6540 8843 74906465 
6540 8019 52265228 
6540 9175 65374938 
6540 6668 78283185 
6541 9139 19359023 
6541 7611 56903554 
6542 9351 7814677 
6543 8386 97790413 
6543 8818 6011525 
6545 8276 26300457 
6547 9616 32084259 
6550 9857 33449175 
6550 7442 99913387 
6550 9226 32383280 
6550 9348 16494716 
6551 8942 57405536 
6552 9781 7119778 
6552 8421 49252737 
6553 8305 59231502 
6554 8517 44722950 
6556 7029 60340449 
6557 9904 75063152 
6557 9066 64240739 
6557 8701 11979613 
6559 7392 16991879 
6559 8841 40944954 
6560 8889 15822211 
6560 8594 33031905 
6562 9987 9335039 
6563 9989 26272825 
6564 7481 74500317 
6565 9237 29409031 
6565 9986 28378824 
6568 9436 77439004 
6568 7588 70068008 
6570 9772 40721750 
6571 9165 32103153 
6572 9078 96989619 
6572 7805 41479951 
6573 6651 29029864 
6575 7510 95561471 
6575 6782 81580044 
6577 9382 25565461 
6577 6750 95551473 
6579 8462 23704139 
6579 7595 15027873 
6579 8220 87157017 
6580 8805 17782259 
6580 9740 82290960 
6580 8542 28157295 
6581 6807 33258443 
6581 9371 58235803 
6581 9414 80797023 
6582 8521 9494637 
6583 9740 75771030 
6583 9037 27075084 
6584 6802 33652506 
6584 6586 40854193 
6585 8874 74373830 
6585 9331 45139316 
6585 8563 27248923 
6585 6676 91267969 
6586 6693 24026810 
6587 9107 51186051 
6587 8295 79518859 
6587 8145 34248464 
6590 9724 53004978 
6590 9678 76280696 
6591 7525 51781716 
6591 9296 35823542 
6591 7296 44099057 
6593 6655 19981459 
6593 8894 86726476 
6594 9056 86192734 
6596 8873 32947418 
6596 8224 57069523 
6596 6700 34033602 
6597 7034 54743183 
6597 6937 82160061 
6598 9555 78306494 
6598 7016 50323642 
6599 9526 41591955 
6601 8787 75847201 
6603 7450 79227446 
6603 7333 53292043 
6604 9009 87646306 
6604 8233 90694482 
6605 9305 18413442 
6607 7693 68054639 
6607 7774 6853258 
6608 6973 16358394 
6608 9162 26304277 
6609 8838 26435962 
6610 6804 91046536 
6612 8280 50026938 
6612 7185 29119561 
6613 7668 91804168 
6614 9430 39712355 
6614 7530 57119228 
6615 7829 70516439 
6615 9297 95128189 
6615 7430 213693 
6615 6946 30887297 
6617 8969 92134412 
6618 9969 65373804 
6621 7067 14907664 
6621 6751 38691532 
6622 6651 98001416 
6622 7330 68825749 
6622 6904 70496270 
6623 9956 17435079 
6624 8479 99095980 
6624 9513 97619043 
6624 9352 84513678 
6626 8177 80044384 
6627 9942 94880653 
6627 9995 59557346 
6627 9547 27081768 
6628 7501 20437202 
6628 6865 96177227 
6628 8469 2277455 
6628 9074 59228100 
6629 8235 76877994 
6630 9342 89147730 
6630 6737 63122738 
6631 6728 11087314 
6633 9949 11004763 
6633 9847 50267640 
6633 8418 15894153 
6633 9269 18258546 
6633 6981 68508954 
6633 9918 10550064 
6635 8230 9469295 
6636 8634 58368246 
6636 7747 18821000 
6639 7889 17927684 
6641 8919 81477471 
6642 8357 6512530 
6642 9335 24669240 
6643 8702 4017670 
6644 9687 9638606 
6646 8993 97877297 
6647 8770 96225662 
6648 7620 14214114 
6650 9234 85276609 
6650 9491 50568268 
6651 7275 41966640 
6651 9832 79073793 
6651 7893 31119978 
6651 9612 88482540 
6652 9557 54929889 
6652 7503 16049655 
6652 7435 51438057 
6653 7031 53973383 
6654 8375 47376500 
6654 9211 70592431 
6654 9611 39826478 
6654 8712 52142700 
6654 9951 49316449 
6655 9755 93988773 
6655 8278 18551022 
6656 8063 70608902 
6657 9559 67389035 
6658 8678 35244365 
6658 9940 76583134 
6659 9257 80406203 
6660 7069 30627661 
6660 6760 87287438 
6661 7068 43107088 
6661 6988 79380477 
6662 7791 75755423 
6662 8798 59475838 
6663 9141 68949030 
6663 8572 50424399 
6664 7476 8614509 
6666 8020 97188257 
6666 9973 60728898 
6666 8712 26547772 
6667 6943 19433006 
6668 9474 2391855 
6668 9128 93141200 
6669 8179 80842974 
6670 9476 42641706 
6670 7432 58371516 
6671 7581 69103629 
6672 9770 73649006 
6672 8772 77794691 
6673 9072 47973555 
6674 7376 89455326 
6675 8061 76826921 
6675 9794 14844024 
6675 9452 75767076 
6676 7608 38518855 
6677 7479 93343142 
6677 8484 96106006 
6678 9772 52308367 
6678 8659 93653494 
6678 9298 42501674 
6679 9681 12549329 
6679 7757 8330626 
6680 7970 58031023 
6680 8377 96736795 
6680 9400 34953319 
6681 7679 62588663 
6682 8443 41723294 
6682 7514 10138988 
6683 9007 38264506 
6683 8577 57648557 
6684 8908 53876567 
6685 7677 17479198 
6685 8665 3844606 
6685 7045 46361328 
6686 9972 74801620 
6686 6732 88928507 
6688 8363 96882973 
6689 7989 19299265 
6692 7321 23383105 
6693 9080 12671990 
6695 7069 80598896 
6695 9331 44923393 
6695 7132 36891603 
6696 6993 58876898 
6697 8539 53318357 
6698 8098 16133510 
6698 9228 45393426 
6698 8313 4682825 
6698 8050 926031 
6700 8575 79223199 
6700 8836 78684733 
6701 7444 17733439 
6701 9440 94223607 
6701 7221 76660479 
6702 8315 88166102 
6703 8436 94477976 
6703 7490 87258248 
6704 7550 85060926 
6705 9817 5568517 
6705 8669 47981214 
6705 8103 31372241 
6706 7651 98044867 
6707 8620 38791029 
6707 7873 30678873 
6707 8385 81158609 
6708 8999 31790009 
6708 7856 81031053 
6710 9885 42835988 
6710 8549 43884782 
6710 7378 99561674 
6711 8170 2530168 
6711 9507 32583008 
6711 7709 63018161 
6712 8224 45903598 
6712 8071 29718013 
6713 9598 82008977 
6713 7116 11697127 
6713 6749 45257140 
6714 6970 6800892 
6715 7632 72155064 
6715 7087 41360742 
6716 6783 48516116 
6717 8323 86221459 
6717 9494 64570833 
6717 9972 71794118 
6717 7203 71093722 
6718 7719 8976421 
6718 7233 60283752 
6718 8837 64372184 
6719 8594 5060333 
6720 9962 12427475 
6721 9389 92054704 
6721 9196 45633189 
6722 9559 71749561 
6723 7745 27406604 
6724 7760 76999510 
6724 7700 28021203 
6724 8474 34428895 
6725 9552 7738316 
6727 7786 50796287 
6727 8228 34299120 
6728 7332 38254953 
6728 8306 33978345 
6729 8147 60857961 
6731 7834 92156887 
6732 9200 96348461 
6733 7330 13370019 
6734 8114 41989705 
6735 8378 38251926 
6735 7530 90929897 
6736 7505 49868693 
6736 9165 95584376 
6737 9120 71062327 
6739 9184 93670347 
6740 7962 57269371 
6741 8284 82724559 
6742 9816 76412906 
6742 9368 70299730 
6742 9650 55070705 
6742 6780 80386253 
6742 9398 29912579 
6743 7425 86643447 
6743 6835 8384331 
6743 8091 35627523 
6744 9478 37781661 
6747 7900 12940888 
6747 8153 70137883 
6748 9339 65939675 
6749 9727 63355411 
6749 7549 6125470 
6749 9575 87952655 
6750 7265 38316380 
6750 6804 43446394 
6753 7635 89701783 
6753 8496 28474921 
6753 8348 47165069 
6755 7345 88674209 
6756 9529 88094400 
6756 6877 24783177 
6757 9242 72378705 
6757 7057 70223697 
6757 9402 59891750 
6757 9697 97735464 
6758 6871 17139365 
6759 9512 9399608 
6759 9731 35825448 
6760 9396 59957426 
6760 7014 42673927 
6761 8871 66270006 
6761 8771 39297623 
6761 9118 66888889 
6762 8499 78603664 
6762 6905 80255128 
6762 8383 95848911 
6764 7031 45372322 
6765 9841 83898507 
6765 8307 77775261 
6765 9089 72441981 
6766 9531 54359529 
6767 8826 44423963 
6767 6881 53706023 
6768 9717 56079311 
6768 9816 35354549 
6768 8105 45467993 
6769 8473 61541001 
6769 8303 6158433 
6770 8512 38596942 
6771 9514 28995387 
6772 7167 40790017 
6772 9266 21799365 
6773 8722 50139828 
6773 7828 21352010 
6773 9029 19183556 
6775 7728 94015836 
6777 8244 24218747 
6777 7878 88320333 
6777 7669 49943867 
6778 7762 86128439 
6779 8849 43910936 
6779 7578 10192102 
6779 9204 40652505 
6783 8773 99976349 
6784 8003 85334691 
6785 8615 45279923 
6785 8209 79895948 
6785 7605 16514193 
6787 9525 95888749 
6790 7389 30100527 
6790 8924 79876774 
6791 7040 44935728 
6791 8252 52695883 
6792 8639 86170165 
6793 9356 62008578 
6795 9269 98944546 
6796 8738 15809710 
6800 7329 87542906 
6801 7605 69557860 
6801 7971 62606558 
6802 7664 97963571 
6802 7206 16361867 
6803 8062 55183351 
6803 6899 37485851 
6803 7216 20265389 
6807 9339 75685897 
6807 9197 56471318 
6808 8912 69408506 
6809 7556 53891283 
6811 9175 60432891 
6812 8830 28765856 
6813 8131 81954425 
6813 7364 8110201 
6814 8917 3408195 
6814 8220 44821467 
6816 6941 60476461 
6816 8328 63933728 
6817 8719 61004925 
6818 8906 23566744 
6819 7010 70942651 
6820 8079 69756154 
6821 7098 7338015 
6822 7395 60314722 
6822 7803 95242353 
6822 7464 74170239 
6822 9717 40896634 
6824 7630 73490311 
6824 9615 12202626 
6825 7160 78279134 
6827 7423 14550032 
6827 9797 91455759 
6827 6954 19991596 
6828 9676 91317026 
6829 7130 98731900 
6830 7518 69840430 
6831 8282 90383381 
6833 8320 16103773 
6833 9652 10828237 
6834 8269 33632253 
6835 9018 48109863 
6836 7334 91817647 
6837 9777 84836308 
6838 7049 57758260 
6838 8347 17416959 
6838 8628 94655325 
6838 9514 32613118 
6839 8343 78578619 
6839 7637 5694555 
6840 9107 91688163 
6841 8924 13992877 
6841 7992 36474588 
6842 8753 42699566 
6842 9184 70906830 
6843 7195 98502973 
6844 7372 12993337 
6844 9646 71633544 
6845 6866 10918798 
6846 7989 37298085 
6847 8747 98173729 
6850 7642 49031906 
6850 9078 69169 
6850 8388 75064239 
6850 6920 96260530 
6851 9512 54901053 
6855 8156 68392194 
6856 9735 39334705 
6856 6931 79274429 
6856 7513 6285638 
6857 7747 34868957 
6858 8968 29514898 
6858 7563 3399645 
6858 7410 65779650 
6859 9089 69281963 
6860 9799 62995899 
6860 7525 99650189 
6861 8266 73142247 
6862 7596 36597481 
6862 8463 5841390 
6865 7897 95215992 
6867 8253 30553774 
6867 9891 21652428 
6870 9371 23275664 
6872 7427 37481400 
6873 8086 83768622 
6873 9637 37939853 
6874 6988 81437003 
6877 9901 80760225 
6877 9725 4598433 
6878 9483 49775062 
6880 7014 90227123 
6881 8222 31991246 
6882 9895 85315857 
6882 8218 96171012 
6883 9671 68980650 
6883 9355 18776424 
6884 8728 41430404 
6887 7199 54479142 
6887 6939 25012618 
6888 7959 51009277 
6888 9439 87677057 
6889 8741 17056108 
6890 9613 74181802 
6891 9157 78293475 
6891 7961 21058293 
6891 9859 50440138 
6892 7686 59352163 
6894 8870 52276301 
6895 9476 72393649 
6895 8283 46563395 
6896 7742 11294581 
6896 8570 56601765 
6898 7055 97597958 
6899 8036 27351052 
6899 8480 81762754 
6902 8982 26844513 
6902 8506 59733461 
6906 7531 60088472 
6907 9544 89163702 
6907 9623 77763697 
6908 7440 12620379 
6908 7945 46040999 
6908 9269 91888911 
6909 8963 79799124 
6909 7652 55816149 
6910 8147 59554711 
6910 8862 40879689 
6910 8573 40552114 
6912 9428 24471820 
6912 9782 72111453 
6913 9003 82211240 
6913 9521 49558377 
6914 8848 9730682 
6915 8687 46475147 
6915 7898 51216695 
6915 8168 56412103 
6916 8723 29557746 
6918 8851 38524503 
6919 8016 68784998 
6920 9880 31372323 
6922 7965 78092301 
6923 9319 23386667 
6923 7958 19798677 
6924 8213 59005010 
6924 7180 89100255 
6925 8913 94206115 
6925 8329 17733004 
6925 9973 17309392 
6926 7916 92465651 
6926 8071 89658762 
6927 9124 34875448 
6927 8034 70277463 
6931 8613 60103696 
6931 8929 12399209 
6931 7212 53380940 
6931 9559 44251280 
6934 9017 79479232 
6934 8551 4225499 
6935 7019 396242 
6937 8232 33403490 
6937 7291 89889629 
6938 6956 38654273 
6938 8053 8014022 
6939 7842 66444766 
6939 7140 98127371 
6939 8973 89039828 
6940 8323 43799746 
6941 8113 66253406 
6942 8932 39608267 
6943 9945 36560653 
6944 8294 97531342 
6944 8000 76807868 
6946 7667 62178648 
6946 8200 71865038 
6947 8829 93756728 
6949 7089 79255576 
6949 7793 27237645 
6949 8183 18762185 
6950 9276 62240616 
6950 8050 21388637 
6950 8270 45239466 
6951 7752 16199656 
6952 8146 89754458 
6953 7162 6026422 
6954 8892 38711845 
6955 8656 61003472 
6955 7550 65413644 
6956 7445 68303643 
6956 7668 89661734 
6957 9943 48526219 
6958 9415 77010306 
6958 8790 48569551 
6959 6983 28758518 
6961 7181 90294482 
6962 8433 30779889 
6964 8712 19785974 
6964 7981 18474035 
6965 8491 6874058 
6965 8860 1981885 
6965 8525 18653322 
6966 8915 79835112 
6969 7763 54769450 
6969 8144 64147587 
6970 8897 3676920 
6970 9582 85972756 
6971 9334 2121699 
6973 7475 31852913 
6973 8972 87763725 
6975 8346 77780895 
6976 8738 24780711 
6977 7674 8709489 
6978 9067 49837914 
6978 9445 32673458 
6979 7929 83240269 
6979 7002 89084462 
6980 8389 18509867 
6981 9873 51643302 
6981 9515 23814620 
6981 7234 42497651 
6981 9606 54723460 
6981 7422 17961965 
6981 9737 17123044 
6982 9886 63455197 
6984 8182 4238797 
6985 7225 73738232 
6986 7505 27866813 
6987 9498 2177178 
6987 7452 15111311 
6990 8732 49730796 
6991 7061 87282947 
6991 7861 44415022 
6993 9362 17700701 
6993 8132 22163774 
6993 7052 87435736 
6995 8774 28143998 
6995 8437 79592578 
6995 7412 75519805 
6998 8094 73939469 
6998 9007 98256891 
6999 9206 1609870 
6999 8542 35849367 
7000 7489 84863873 
7000 8036 75585181 
7002 8755 27557734 
7002 8867 50530967 
7003 8133 57485172 
7003 9102 61373161 
7003 9619 63752360 
7005 7936 12010013 
7005 9551 89607485 
7007 8881 72678475 
7007 8489 33688803 
7008 9387 72722992 
7008 8738 89159037 
7008 9970 25475361 
7010 9493 83330997 
7010 7453 17638391 
7010 9891 39572107 
7010 7722 51812994 
7011 9855 91767795 
7011 8093 41189054 
7011 7081 52352364 
7012 9112 66481249 
7012 8040 67251617 
7013 9905 75453434 
7013 7854 19964005 
7015 7745 38317255 
7016 7443 24871109 
7016 9443 37121158 
7019 8767 35664911 
7020 8624 31481336 
7020 7606 23370470 
7021 8179 19001452 
7021 9048 92461926 
7022 8643 59301255 
7022 7035 68544667 
7023 8415 24686815 
7027 7075 84759552 
7027 9541 63263103 
7027 9199 1734916 
7027 9623 78984898 
7030 9267 21924812 
7031 9979 4830337 
7032 7518 12747781 
7032 7618 77551842 
7033 7593 79525580 
7033 8371 19187313 
7038 7704 13828056 
7038 7796 43833930 
7038 8622 58594196 
7038 8404 68063638 
7039 7333 57062686 
7039 9028 45219115 
7041 8918 37285861 
7044 8617 36368016 
7044 8453 92681117 
7046 9933 56613771 
7047 9335 49961034 
7048 9277 99348443 
7049 8718 72899573 
7051 8688 50379473 
7051 8750 2332474 
7051 9420 22823516 
7052 7604 5643389 
7052 9557 75860812 
7053 8889 81143720 
7053 7428 67226664 
7055 8417 89762017 
7056 8873 32365639 
7057 8471 76613095 
7057 7902 78622944 
7057 7357 88021789 
7058 9920 40868848 
7058 7808 50355614 
7059 8028 31747281 
7060 7744 31333895 
7060 9459 49385009 
7061 9039 92556243 
7062 8695 27862164 
7062 7177 80568038 
7063 7259 64726678 
7063 7231 24825623 
7064 7255 21828264 
7064 7721 30329563 
7065 7872 26238544 
7066 8704 52822745 
7066 9524 58016199 
7066 9480 18285410 
7066 8162 34922919 
7066 8174 79685883 
7067 8209 86181484 
7068 7178 8770247 
7069 8477 32329597 
7070 9918 29470558 
7070 9888 98489081 
7070 9880 67742209 
7070 8156 36600283 
7071 9678 26869933 
7072 8050 37889048 
7073 8609 81785752 
7075 7465 52913568 
7076 9736 32031550 
7077 8818 29231571 
7078 9956 12471618 
7078 7853 41557112 
7078 8285 97168869 
7078 7165 24141950 
7079 8303 31259608 
7079 8441 19345554 
7081 9026 51514987 
7082 9049 30252578 
7082 8518 61048013 
7082 7779 99915569 
7083 9923 15642375 
7085 7847 95851680 
7086 7224 51684119 
7086 8764 17451067 
7086 9730 2405880 
7086 8373 4202284 
7086 8915 9688456 
7086 9002 80314319 
7086 8680 79737500 
7086 9277 34378316 
7087 9779 87574238 
7087 8040 88839516 
7088 8145 88556357 
7089 8902 73597442 
7089 9206 65956806 
7090 9826 26494184 
7091 8704 16551943 
7092 9556 94263402 
7092 9578 59374099 
7095 8896 89234374 
7095 7639 26403088 
7095 8323 23882836 
7097 7938 18163168 
7098 8005 52927717 
7098 8667 83822788 
7099 7613 99779765 
7100 8113 91425794 
7102 8608 72114310 
7103 8921 95831809 
7105 9165 999349 
7105 8587 95445 
7105 8945 56092978 
7106 9645 59765758 
7107 8131 5222086 
7109 9273 50808613 
7109 8571 29205705 
7110 7892 47009790 
7110 9840 61274214 
7111 7226 64663783 
7112 7516 56672234 
7114 7429 65853118 
7115 9680 80934078 
7115 9275 17902705 
7115 8137 6924787 
7117 8332 79602184 
7118 7712 42097910 
7118 7952 99486859 
7119 8877 48887251 
7119 8311 35316176 
7120 8639 61132237 
7122 9058 42537410 
7122 9878 18457495 
7124 8562 95595404 
7125 9671 31554118 
7125 7136 74204654 
7125 8977 99705444 
7126 7458 72683080 
7126 8387 17819316 
7126 8037 25397552 
7126 7245 29365866 
7126 7871 41718426 
7128 7956 2458037 
7129 9579 20666105 
7129 7302 1295653 
7129 9526 70093264 
7129 8089 96680663 
7130 7373 71202087 
7130 7838 23089065 
7133 7569 62500972 
7133 9694 96080991 
7133 8543 67361512 
7133 8415 96758775 
7133 8405 70236290 
7135 7707 2027558 
7137 9620 42567516 
7138 8478 38738021 
7139 8693 52685360 
7139 9856 16616622 
7140 8019 17400411 
7142 9959 75618229 
7144 9719 76703567 
7144 7360 96164276 
7144 7400 58089244 
7144 8084 12711809 
7145 8486 25563032 
7146 7861 7639119 
7148 9201 90492536 
7148 7397 15630577 
7149 7757 46773312 
7150 8624 34498613 
7152 7744 20667485 
7152 8672 41937369 
7154 9015 62484790 
7155 7320 49694567 
7156 9401 28824258 
7158 8385 48997125 
7158 7489 93150541 
7158 8177 95634935 
7159 7593 91882362 
7159 8671 9483017 
7160 7748 22501491 
7161 7679 11511429 
7162 9051 15109819 
7162 9658 99014114 
7162 8991 5483668 
7163 9575 75497119 
7163 7953 63477520 
7164 8956 81070153 
7165 8679 15522276 
7166 9293 26555579 
7166 8584 62611720 
7166 7415 16983535 
7170 9781 45694968 
7173 7766 71147836 
7174 7666 39436429 
7174 9105 61822707 
7174 8740 12415453 
7175 8301 70483392 
7175 8497 82143018 
7178 8593 84485049 
7179 7220 62349718 
7180 9555 7468867 
7181 7664 78050242 
7182 9816 54128481 
7183 8435 10831839 
7184 8071 90171072 
7184 9233 47725565 
7186 7661 61284600 
7187 9834 28340385 
7187 9541 43650913 
7188 8101 10141823 
7189 7423 98341741 
7190 8614 41992251 
7190 7821 67128257 
7191 7390 64989321 
7192 8472 22144241 
7194 7891 45139770 
7194 7620 8696402 
7198 9980 47916176 
7199 7232 10656016 
7200 7703 53533658 
7202 9069 43413977 
7203 7651 7893868 
7203 8232 55738422 
7204 7285 13946407 
7205 9920 20489750 
7205 9944 6243206 
7208 9390 11680337 
7209 9573 98061976 
7210 8583 2869084 
7210 8512 68271725 
7211 9635 18443277 
7212 8947 345741 
7212 8603 44738714 
7212 7533 13397381 
7213 9266 25273002 
7213 8197 47708069 
7213 9069 54821696 
7213 7699 68144445 
7214 8276 50639546 
7215 9608 37517262 
7215 9587 34461429 
7215 9937 88685375 
7215 8314 72706283 
7215 8545 6116910 
7216 9624 44321524 
7216 8243 7526106 
7218 8193 87424062 
7220 7767 69246080 
7220 7862 96812428 
7221 9250 50023977 
7221 7758 75360268 
7221 8411 66782673 
7222 9189 17600767 
7223 8329 22367759 
7223 7439 15409992 
7226 9755 19733175 
7227 9302 20045220 
7229 7827 64854525 
7230 9181 14690243 
7232 8335 42994014 
7232 8160 36257183 
7236 7844 47080255 
7237 7674 78586741 
7238 7313 61671557 
7239 7861 56406664 
7239 7370 21803829 
7239 9936 94620534 
7239 7310 84060749 
7240 7511 57711065 
7240 9881 25886649 
7241 7759 96042871 
7241 9817 87702582 
7243 7473 4392851 
7243 9957 43375608 
7244 7762 72832460 
7245 9370 46459116 
7245 9204 85720519 
7246 9851 36600247 
7248 7635 89505125 
7248 7526 22514016 
7249 9408 63194335 
7250 8972 62617574 
7254 8944 29155105 
7255 8868 77197228 
7256 8958 86114579 
7257 7799 86214682 
7258 7674 5556681 
7258 7641 99268764 
7259 8677 36976652 
7260 7341 1019578 
7262 9922 27199391 
7263 8919 5889755 
7263 7358 88993856 
7264 9238 14154053 
7264 8725 3736585 
7265 9269 1925388 
7267 9655 7485601 
7267 9138 77182154 
7271 8593 83835512 
7272 8270 58221249 
7273 8432 84024715 
7273 9105 19089015 
7274 8850 89935348 
7275 8401 53522459 
7275 8686 11265433 
7276 7972 36331992 
7276 7525 37007004 
7279 8083 35135941 
7280 7457 70853975 
7282 9823 39812736 
7284 8028 74797703 
7286 9366 35990213 
7287 8613 27440711 
7287 9106 54067583 
7287 9021 3385681 
7288 7570 54637249 
7289 9905 38975253 
7289 7312 62834524 
7289 9773 97567944 
7291 9900 81407402 
7291 7379 84482662 
7293 9141 52087825 
7294 9116 2816011 
7297 7337 90266464 
7297 8330 14067971 
7299 9137 25681727 
7300 7850 83560995 
7301 8155 84773356 
7303 9574 1170102 
7305 7818 80065396 
7306 8846 31273980 
7307 9170 67546471 
7308 8123 39241958 
7309 8598 5006137 
7310 8153 61168603 
7311 8940 29255023 
7311 8152 78761029 
7312 8632 25961810 
7313 7538 11085263 
7313 7379 31243770 
7314 7339 15452545 
7314 8721 85752981 
7314 7380 97105693 
7315 9603 86367082 
7315 9245 85838359 
7317 9280 93214915 
7319 9075 96833466 
7319 7719 49180615 
7320 8756 40034776 
7322 7963 21219333 
7322 8290 41189628 
7323 8660 35575749 
7326 7477 3229243 
7326 7603 94555449 
7328 9487 80195736 
7328 9658 40115254 
7329 9235 33465593 
7330 7683 15556036 
7331 8793 7101466 
7332 9124 62537282 
7333 8070 34223632 
7333 9777 55166298 
7335 8887 85298042 
7335 9264 42314273 
7336 8592 47601160 
7339 9210 69455183 
7339 8391 9744168 
7339 9575 66072480 
7340 7687 39850729 
7342 8804 81928857 
7344 8297 91024930 
7347 8832 40697040 
7349 9931 93653557 
7350 7845 24982169 
7351 8528 90092791 
7352 8036 49890320 
7354 9839 82205675 
7354 9407 59668165 
7355 9690 74182459 
7355 9290 9517572 
7356 7771 91162735 
7357 8879 78991634 
7357 8402 36369115 
7358 7433 78199400 
7358 8819 68571615 
7359 9183 94681902 
7361 8928 55999056 
7363 8414 76814484 
7365 8401 55845344 
7366 9656 12870936 
7367 7400 98688121 
7368 9865 54306305 
7370 8933 55915642 
7371 8879 16822134 
7372 9341 3566274 
7374 8075 90248326 
7376 8787 3373227 
7376 7616 38496146 
7377 7381 22112572 
7378 8670 88372704 
7379 7534 81945972 
7379 9565 12939813 
7379 8546 34984050 
7379 9586 13513219 
7379 8457 99551556 
7379 7744 57104103 
7380 7741 86083446 
7381 8456 92072515 
7385 8654 76173855 
7386 8513 65455358 
7388 7541 46409590 
7388 8858 73122506 
7389 8874 63481408 
7389 9279 91949095 
7390 9268 43161226 
7390 9222 5176766 
7390 8838 84711562 
7390 9026 92137822 
7391 9119 14786197 
7391 9458 50439098 
7391 9093 38100432 
7393 8772 52172899 
7395 8152 62724226 
7396 9715 39068230 
7397 8448 15205716 
7400 8231 73513842 
7401 7630 48383808 
7401 9790 39226252 
7401 9812 8977755 
7402 9541 56962903 
7402 7406 56317796 
7407 8828 88808697 
7407 9833 7507951 
7408 7678 54415508 
7408 8341 17000834 
7411 9838 58523880 
7412 8250 57551977 
7413 7583 20692310 
7414 9487 86078481 
7417 7872 64578715 
7419 9239 56874486 
7420 9880 1093301 
7420 8100 59447770 
7422 8397 45149129 
7424 9238 34823372 
7427 8221 45453164 
7428 8750 71528447 
7431 9533 36768156 
7432 9857 34954391 
7432 7644 62050419 
7433 8633 88524637 
7433 8784 84065916 
7433 8414 18586312 
7435 8344 87533751 
7435 9294 56055538 
7436 7942 30117039 
7440 8317 49487575 
7440 9194 31503065 
7443 8894 45111534 
7443 9375 22121427 
7445 9515 52571677 
7446 8334 84384064 
7446 8929 15949194 
7449 8780 51977090 
7449 8238 70758903 
7450 8848 21001368 
7450 8698 32617868 
7450 9888 82775996 
7450 8554 8249942 
7450 9897 58361055 
7451 8338 91155183 
7451 8552 38950370 
7452 8641 17631682 
7452 9122 55278644 
7452 8498 63378821 
7452 8905 65679768 
7453 9071 44611709 
7455 7644 82169665 
7458 8388 38682507 
7459 8567 29529967 
7460 8680 75774907 
7461 9679 78957866 
7461 8414 31710013 
7463 9896 57199101 
7464 7503 88122737 
7467 8125 35092023 
7468 9029 9123951 
7470 8361 85448076 
7472 8647 83281165 
7473 7575 13990574 
7473 9279 21276644 
7478 9356 84013559 
7479 7904 80257948 
7479 8363 51261404 
7479 8073 51480445 
7481 7643 97403745 
7482 9480 62004462 
7484 8090 87998593 
7484 8286 6449307 
7486 7553 46096789 
